Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,country,GDP_per_capita,food_supply,_merge,GDP_per_capita_clean,gdp_group
RWANDA,Soybeans,1997-01-01,1212,249.0,19.78,4928,RWANDA,783,1720.0,both,783.0,Low GDP
RWANDA,Sweet potatoes,1997-01-01,1212,249.0,19.78,49659,RWANDA,783,1720.0,both,783.0,Low GDP
RWANDA,Wheat,1997-01-01,1212,249.0,19.78,9557,RWANDA,783,1720.0,both,783.0,Low GDP
RWANDA,Yams,1997-01-01,1212,249.0,19.78,38157,RWANDA,783,1720.0,both,783.0,Low GDP
RWANDA,Cassava,1998-01-01,1212,157.0,19.79,24659,RWANDA,817,1740.0,both,817.0,Low GDP
RWANDA,Maize,1998-01-01,1212,157.0,19.79,8231,RWANDA,817,1740.0,both,817.0,Low GDP
RWANDA,Potatoes,1998-01-01,1212,157.0,19.79,64088,RWANDA,817,1740.0,both,817.0,Low GDP
RWANDA,"Rice, paddy",1998-01-01,1212,157.0,19.79,19148,RWANDA,817,1740.0,both,817.0,Low GDP
RWANDA,Sorghum,1998-01-01,1212,157.0,19.79,10514,RWANDA,817,1740.0,both,817.0,Low GDP
RWANDA,Soybeans,1998-01-01,1212,157.0,19.79,5505,RWANDA,817,1740.0,both,817.0,Low GDP
RWANDA,Sweet potatoes,1998-01-01,1212,157.0,19.79,50463,RWANDA,817,1740.0,both,817.0,Low GDP
RWANDA,Wheat,1998-01-01,1212,157.0,19.79,7263,RWANDA,817,1740.0,both,817.0,Low GDP
RWANDA,Yams,1998-01-01,1212,157.0,19.79,37940,RWANDA,817,1740.0,both,817.0,Low GDP
RWANDA,Cassava,1999-01-01,1212,152.0,19.35,26747,RWANDA,838,1740.0,both,838.0,Low GDP
RWANDA,Maize,1999-01-01,1212,152.0,19.35,7556,RWANDA,838,1740.0,both,838.0,Low GDP
RWANDA,Potatoes,1999-01-01,1212,152.0,19.35,59083,RWANDA,838,1740.0,both,838.0,Low GDP
RWANDA,"Rice, paddy",1999-01-01,1212,152.0,19.35,18132,RWANDA,838,1740.0,both,838.0,Low GDP
RWANDA,Sorghum,1999-01-01,1212,152.0,19.35,8322,RWANDA,838,1740.0,both,838.0,Low GDP
RWANDA,Soybeans,1999-01-01,1212,152.0,19.35,4665,RWANDA,838,1740.0,both,838.0,Low GDP
RWANDA,Sweet potatoes,1999-01-01,1212,152.0,19.35,47936,RWANDA,838,1740.0,both,838.0,Low GDP
RWANDA,Wheat,1999-01-01,1212,152.0,19.35,6974,RWANDA,838,1740.0,both,838.0,Low GDP
RWANDA,Yams,1999-01-01,1212,152.0,19.35,29412,RWANDA,838,1740.0,both,838.0,Low GDP
RWANDA,Cassava,2000-01-01,1212,147.0,19.59,68153,RWANDA,890,1860.0,both,890.0,Low GDP
RWANDA,Maize,2000-01-01,1212,147.0,19.59,7018,RWANDA,890,1860.0,both,890.0,Low GDP
RWANDA,Potatoes,2000-01-01,1212,147.0,19.59,87830,RWANDA,890,1860.0,both,890.0,Low GDP
RWANDA,"Rice, paddy",2000-01-01,1212,147.0,19.59,27318,RWANDA,890,1860.0,both,890.0,Low GDP
RWANDA,Sorghum,2000-01-01,1212,147.0,19.59,8904,RWANDA,890,1860.0,both,890.0,Low GDP
RWANDA,Soybeans,2000-01-01,1212,147.0,19.59,4712,RWANDA,890,1860.0,both,890.0,Low GDP
RWANDA,Sweet potatoes,2000-01-01,1212,147.0,19.59,59138,RWANDA,890,1860.0,both,890.0,Low GDP
RWANDA,Wheat,2000-01-01,1212,147.0,19.59,6416,RWANDA,890,1860.0,both,890.0,Low GDP
RWANDA,Yams,2000-01-01,1212,147.0,19.59,33333,RWANDA,890,1860.0,both,890.0,Low GDP
RWANDA,Cassava,2001-01-01,1212,72.0,19.5,57907,RWANDA,944,1910.0,both,944.0,Low GDP
RWANDA,Maize,2001-01-01,1212,72.0,19.5,7671,RWANDA,944,1910.0,both,944.0,Low GDP
RWANDA,Potatoes,2001-01-01,1212,72.0,19.5,86222,RWANDA,944,1910.0,both,944.0,Low GDP
RWANDA,"Rice, paddy",2001-01-01,1212,72.0,19.5,30668,RWANDA,944,1910.0,both,944.0,Low GDP
RWANDA,Sorghum,2001-01-01,1212,72.0,19.5,9486,RWANDA,944,1910.0,both,944.0,Low GDP
RWANDA,Soybeans,2001-01-01,1212,72.0,19.5,5527,RWANDA,944,1910.0,both,944.0,Low GDP
RWANDA,Sweet potatoes,2001-01-01,1212,72.0,19.5,60000,RWANDA,944,1910.0,both,944.0,Low GDP
RWANDA,Wheat,2001-01-01,1212,72.0,19.5,7694,RWANDA,944,1910.0,both,944.0,Low GDP
RWANDA,Yams,2001-01-01,1212,72.0,19.5,36842,RWANDA,944,1910.0,both,944.0,Low GDP
RWANDA,Cassava,2002-01-01,1212,106.34,19.77,79036,RWANDA,1040,2090.0,both,1040.0,Low GDP
RWANDA,Maize,2002-01-01,1212,106.34,19.77,8763,RWANDA,1040,2090.0,both,1040.0,Low GDP
RWANDA,Potatoes,2002-01-01,1212,106.34,19.77,83133,RWANDA,1040,2090.0,both,1040.0,Low GDP
RWANDA,"Rice, paddy",2002-01-01,1212,106.34,19.77,32658,RWANDA,1040,2090.0,both,1040.0,Low GDP
RWANDA,Sorghum,2002-01-01,1212,106.34,19.77,10730,RWANDA,1040,2090.0,both,1040.0,Low GDP
RWANDA,Soybeans,2002-01-01,1212,106.34,19.77,5461,RWANDA,1040,2090.0,both,1040.0,Low GDP
RWANDA,Sweet potatoes,2002-01-01,1212,106.34,19.77,66149,RWANDA,1040,2090.0,both,1040.0,Low GDP
RWANDA,Wheat,2002-01-01,1212,106.34,19.77,6171,RWANDA,1040,2090.0,both,1040.0,Low GDP
RWANDA,Yams,2002-01-01,1212,106.34,19.77,40000,RWANDA,1040,2090.0,both,1040.0,Low GDP
RWANDA,Cassava,2004-01-01,1212,159.54,19.93,57198,RWANDA,1080,1970.0,both,1080.0,Low GDP
RWANDA,Maize,2004-01-01,1212,159.54,19.93,7670,RWANDA,1080,1970.0,both,1080.0,Low GDP
RWANDA,Potatoes,2004-01-01,1212,159.54,19.93,80407,RWANDA,1080,1970.0,both,1080.0,Low GDP
RWANDA,"Rice, paddy",2004-01-01,1212,159.54,19.93,37964,RWANDA,1080,1970.0,both,1080.0,Low GDP
RWANDA,Sorghum,2004-01-01,1212,159.54,19.93,9134,RWANDA,1080,1970.0,both,1080.0,Low GDP
RWANDA,Soybeans,2004-01-01,1212,159.54,19.93,4972,RWANDA,1080,1970.0,both,1080.0,Low GDP
RWANDA,Sweet potatoes,2004-01-01,1212,159.54,19.93,55700,RWANDA,1080,1970.0,both,1080.0,Low GDP
RWANDA,Wheat,2004-01-01,1212,159.54,19.93,7987,RWANDA,1080,1970.0,both,1080.0,Low GDP
RWANDA,Yams,2004-01-01,1212,159.54,19.93,45455,RWANDA,1080,1970.0,both,1080.0,Low GDP
RWANDA,Cassava,2005-01-01,1212,222.92,20.29,67561,RWANDA,1140,2040.0,both,1140.0,Low GDP
RWANDA,Maize,2005-01-01,1212,222.92,20.29,8889,RWANDA,1140,2040.0,both,1140.0,Low GDP
RWANDA,Potatoes,2005-01-01,1212,222.92,20.29,96891,RWANDA,1140,2040.0,both,1140.0,Low GDP
RWANDA,"Rice, paddy",2005-01-01,1212,222.92,20.29,44673,RWANDA,1140,2040.0,both,1140.0,Low GDP
RWANDA,Sorghum,2005-01-01,1212,222.92,20.29,11586,RWANDA,1140,2040.0,both,1140.0,Low GDP
RWANDA,Soybeans,2005-01-01,1212,222.92,20.29,5627,RWANDA,1140,2040.0,both,1140.0,Low GDP
RWANDA,Sweet potatoes,2005-01-01,1212,222.92,20.29,59629,RWANDA,1140,2040.0,both,1140.0,Low GDP
RWANDA,Wheat,2005-01-01,1212,222.92,20.29,9083,RWANDA,1140,2040.0,both,1140.0,Low GDP
RWANDA,Yams,2005-01-01,1212,222.92,20.29,47826,RWANDA,1140,2040.0,both,1140.0,Low GDP
RWANDA,Cassava,2006-01-01,1212,288.72,20.02,64378,RWANDA,1210,2040.0,both,1210.0,Low GDP
RWANDA,Maize,2006-01-01,1212,288.72,20.02,8531,RWANDA,1210,2040.0,both,1210.0,Low GDP
RWANDA,Potatoes,2006-01-01,1212,288.72,20.02,91740,RWANDA,1210,2040.0,both,1210.0,Low GDP
RWANDA,"Rice, paddy",2006-01-01,1212,288.72,20.02,44843,RWANDA,1210,2040.0,both,1210.0,Low GDP
RWANDA,Sorghum,2006-01-01,1212,288.72,20.02,11003,RWANDA,1210,2040.0,both,1210.0,Low GDP
RWANDA,Soybeans,2006-01-01,1212,288.72,20.02,6406,RWANDA,1210,2040.0,both,1210.0,Low GDP
RWANDA,Sweet potatoes,2006-01-01,1212,288.72,20.02,57251,RWANDA,1210,2040.0,both,1210.0,Low GDP
RWANDA,Wheat,2006-01-01,1212,288.72,20.02,8510,RWANDA,1210,2040.0,both,1210.0,Low GDP
RWANDA,Yams,2006-01-01,1212,288.72,20.02,49419,RWANDA,1210,2040.0,both,1210.0,Low GDP
RWANDA,Cassava,2007-01-01,1212,398.11,19.6,54550,RWANDA,1260,2050.0,both,1260.0,Low GDP
RWANDA,Maize,2007-01-01,1212,398.11,19.6,7201,RWANDA,1260,2050.0,both,1260.0,Low GDP
RWANDA,Potatoes,2007-01-01,1212,398.11,19.6,77618,RWANDA,1260,2050.0,both,1260.0,Low GDP
RWANDA,"Rice, paddy",2007-01-01,1212,398.11,19.6,41320,RWANDA,1260,2050.0,both,1260.0,Low GDP
RWANDA,Sorghum,2007-01-01,1212,398.11,19.6,10103,RWANDA,1260,2050.0,both,1260.0,Low GDP
RWANDA,Soybeans,2007-01-01,1212,398.11,19.6,7926,RWANDA,1260,2050.0,both,1260.0,Low GDP
RWANDA,Sweet potatoes,2007-01-01,1212,398.11,19.6,56993,RWANDA,1260,2050.0,both,1260.0,Low GDP
RWANDA,Wheat,2007-01-01,1212,398.11,19.6,8948,RWANDA,1260,2050.0,both,1260.0,Low GDP
RWANDA,Yams,2007-01-01,1212,398.11,19.6,48020,RWANDA,1260,2050.0,both,1260.0,Low GDP
RWANDA,Cassava,2008-01-01,1212,321.75,19.56,103117,RWANDA,1360,2100.0,both,1360.0,Low GDP
RWANDA,Maize,2008-01-01,1212,321.75,19.56,11515,RWANDA,1360,2100.0,both,1360.0,Low GDP
RWANDA,Potatoes,2008-01-01,1212,321.75,19.56,91329,RWANDA,1360,2100.0,both,1360.0,Low GDP
RWANDA,"Rice, paddy",2008-01-01,1212,321.75,19.56,44432,RWANDA,1360,2100.0,both,1360.0,Low GDP
RWANDA,Sorghum,2008-01-01,1212,321.75,19.56,10055,RWANDA,1360,2100.0,both,1360.0,Low GDP
RWANDA,Soybeans,2008-01-01,1212,321.75,19.56,8248,RWANDA,1360,2100.0,both,1360.0,Low GDP
RWANDA,Sweet potatoes,2008-01-01,1212,321.75,19.56,55168,RWANDA,1360,2100.0,both,1360.0,Low GDP
RWANDA,Wheat,2008-01-01,1212,321.75,19.56,12968,RWANDA,1360,2100.0,both,1360.0,Low GDP
RWANDA,Yams,2008-01-01,1212,321.75,19.56,45817,RWANDA,1360,2100.0,both,1360.0,Low GDP
RWANDA,Cassava,2009-01-01,1212,1187.6,19.84,112077,RWANDA,1410,2200.0,both,1410.0,Low GDP
RWANDA,Maize,2009-01-01,1212,1187.6,19.84,19503,RWANDA,1410,2200.0,both,1410.0,Low GDP
RWANDA,Potatoes,2009-01-01,1212,1187.6,19.84,102216,RWANDA,1410,2200.0,both,1410.0,Low GDP
RWANDA,"Rice, paddy",2009-01-01,1212,1187.6,19.84,56178,RWANDA,1410,2200.0,both,1410.0,Low GDP
RWANDA,Sorghum,2009-01-01,1212,1187.6,19.84,11928,RWANDA,1410,2200.0,both,1410.0,Low GDP
RWANDA,Soybeans,2009-01-01,1212,1187.6,19.84,8215,RWANDA,1410,2200.0,both,1410.0,Low GDP
RWANDA,Sweet potatoes,2009-01-01,1212,1187.6,19.84,65099,RWANDA,1410,2200.0,both,1410.0,Low GDP
RWANDA,Wheat,2009-01-01,1212,1187.6,19.84,17079,RWANDA,1410,2200.0,both,1410.0,Low GDP
RWANDA,Yams,2009-01-01,1212,1187.6,19.84,52001,RWANDA,1410,2200.0,both,1410.0,Low GDP
RWANDA,Cassava,2010-01-01,1212,953.85,20.12,120430,RWANDA,1470,2200.0,both,1470.0,Low GDP
RWANDA,Maize,2010-01-01,1212,953.85,20.12,23416,RWANDA,1470,2200.0,both,1470.0,Low GDP
RWANDA,Potatoes,2010-01-01,1212,953.85,20.12,118679,RWANDA,1470,2200.0,both,1470.0,Low GDP
RWANDA,"Rice, paddy",2010-01-01,1212,953.85,20.12,51833,RWANDA,1470,2200.0,both,1470.0,Low GDP
RWANDA,Sorghum,2010-01-01,1212,953.85,20.12,12088,RWANDA,1470,2200.0,both,1470.0,Low GDP
RWANDA,Soybeans,2010-01-01,1212,953.85,20.12,7890,RWANDA,1470,2200.0,both,1470.0,Low GDP
RWANDA,Sweet potatoes,2010-01-01,1212,953.85,20.12,74877,RWANDA,1470,2200.0,both,1470.0,Low GDP
RWANDA,Wheat,2010-01-01,1212,953.85,20.12,15631,RWANDA,1470,2200.0,both,1470.0,Low GDP
RWANDA,Yams,2010-01-01,1212,953.85,20.12,71523,RWANDA,1470,2200.0,both,1470.0,Low GDP
RWANDA,Cassava,2011-01-01,1212,181.6,19.59,122765,RWANDA,1550,2210.0,both,1550.0,Low GDP
RWANDA,Maize,2011-01-01,1212,181.6,19.59,23529,RWANDA,1550,2210.0,both,1550.0,Low GDP
RWANDA,Potatoes,2011-01-01,1212,181.6,19.59,128118,RWANDA,1550,2210.0,both,1550.0,Low GDP
RWANDA,"Rice, paddy",2011-01-01,1212,181.6,19.59,55195,RWANDA,1550,2210.0,both,1550.0,Low GDP
RWANDA,Sorghum,2011-01-01,1212,181.6,19.59,12714,RWANDA,1550,2210.0,both,1550.0,Low GDP
RWANDA,Soybeans,2011-01-01,1212,181.6,19.59,7800,RWANDA,1550,2210.0,both,1550.0,Low GDP
RWANDA,Sweet potatoes,2011-01-01,1212,181.6,19.59,80541,RWANDA,1550,2210.0,both,1550.0,Low GDP
RWANDA,Wheat,2011-01-01,1212,181.6,19.59,20478,RWANDA,1550,2210.0,both,1550.0,Low GDP
RWANDA,Yams,2011-01-01,1212,181.6,19.59,66757,RWANDA,1550,2210.0,both,1550.0,Low GDP
RWANDA,Cassava,2012-01-01,1212,925.52,19.79,149026,RWANDA,1640,2270.0,both,1640.0,Low GDP
RWANDA,Maize,2012-01-01,1212,925.52,19.79,22587,RWANDA,1640,2270.0,both,1640.0,Low GDP
RWANDA,Potatoes,2012-01-01,1212,925.52,19.79,141869,RWANDA,1640,2270.0,both,1640.0,Low GDP
RWANDA,"Rice, paddy",2012-01-01,1212,925.52,19.79,57193,RWANDA,1640,2270.0,both,1640.0,Low GDP
RWANDA,Sorghum,2012-01-01,1212,925.52,19.79,14277,RWANDA,1640,2270.0,both,1640.0,Low GDP
RWANDA,Soybeans,2012-01-01,1212,925.52,19.79,5862,RWANDA,1640,2270.0,both,1640.0,Low GDP
RWANDA,Sweet potatoes,2012-01-01,1212,925.52,19.79,91903,RWANDA,1640,2270.0,both,1640.0,Low GDP
RWANDA,Wheat,2012-01-01,1212,925.52,19.79,21680,RWANDA,1640,2270.0,both,1640.0,Low GDP
RWANDA,Yams,2012-01-01,1212,925.52,19.79,77498,RWANDA,1640,2270.0,both,1640.0,Low GDP
RWANDA,Cassava,2013-01-01,1212,1841.5,19.93,157657,RWANDA,1680,2230.0,both,1680.0,Low GDP
RWANDA,Maize,2013-01-01,1212,1841.5,19.93,22845,RWANDA,1680,2230.0,both,1680.0,Low GDP
RWANDA,Potatoes,2013-01-01,1212,1841.5,19.93,136056,RWANDA,1680,2230.0,both,1680.0,Low GDP
RWANDA,"Rice, paddy",2013-01-01,1212,1841.5,19.93,53362,RWANDA,1680,2230.0,both,1680.0,Low GDP
RWANDA,Sorghum,2013-01-01,1212,1841.5,19.93,14433,RWANDA,1680,2230.0,both,1680.0,Low GDP
RWANDA,Soybeans,2013-01-01,1212,1841.5,19.93,6755,RWANDA,1680,2230.0,both,1680.0,Low GDP
RWANDA,Sweet potatoes,2013-01-01,1212,1841.5,19.93,96163,RWANDA,1680,2230.0,both,1680.0,Low GDP
RWANDA,Wheat,2013-01-01,1212,1841.5,19.93,19924,RWANDA,1680,2230.0,both,1680.0,Low GDP
RWANDA,Yams,2013-01-01,1212,1841.5,19.93,154700,RWANDA,1680,2230.0,both,1680.0,Low GDP
SWITZERLAND,Maize,1990-01-01,1537,2282.0,8.19,85102,SWITZERLAND,50.2k,3440.0,both,50200.0,High GDP
SWITZERLAND,Soybeans,1990-01-01,1537,2282.0,8.19,24266,SWITZERLAND,50.2k,3440.0,both,50200.0,High GDP
SWITZERLAND,Wheat,1990-01-01,1537,2282.0,8.19,56376,SWITZERLAND,50.2k,3440.0,both,50200.0,High GDP
SWITZERLAND,Maize,1991-01-01,1537,2055.9,7.24,80510,SWITZERLAND,49.7k,3350.0,both,49700.0,High GDP
SWITZERLAND,Soybeans,1991-01-01,1537,2055.9,7.24,23437,SWITZERLAND,49.7k,3350.0,both,49700.0,High GDP
SWITZERLAND,Wheat,1991-01-01,1537,2055.9,7.24,59471,SWITZERLAND,49.7k,3350.0,both,49700.0,High GDP
SWITZERLAND,Maize,1992-01-01,1537,2018.7,7.98,83130,SWITZERLAND,49.5k,3420.0,both,49500.0,High GDP
SWITZERLAND,Soybeans,1992-01-01,1537,2018.7,7.98,26335,SWITZERLAND,49.5k,3420.0,both,49500.0,High GDP
SWITZERLAND,Wheat,1992-01-01,1537,2018.7,7.98,55114,SWITZERLAND,49.5k,3420.0,both,49500.0,High GDP
SWITZERLAND,Maize,1993-01-01,1537,1934.5,7.48,89050,SWITZERLAND,49.5k,3360.0,both,49500.0,High GDP
SWITZERLAND,Soybeans,1993-01-01,1537,1934.5,7.48,22818,SWITZERLAND,49.5k,3360.0,both,49500.0,High GDP
SWITZERLAND,Wheat,1993-01-01,1537,1934.5,7.48,59382,SWITZERLAND,49.5k,3360.0,both,49500.0,High GDP
SWITZERLAND,Maize,1994-01-01,1537,1922.5,8.78,87490,SWITZERLAND,50.1k,3330.0,both,50100.0,High GDP
SWITZERLAND,Potatoes,1994-01-01,1537,1922.5,8.78,331744,SWITZERLAND,50.1k,3330.0,both,50100.0,High GDP
SWITZERLAND,Soybeans,1994-01-01,1537,1922.5,8.78,27575,SWITZERLAND,50.1k,3330.0,both,50100.0,High GDP
SWITZERLAND,Wheat,1994-01-01,1537,1922.5,8.78,54925,SWITZERLAND,50.1k,3330.0,both,50100.0,High GDP
SWITZERLAND,Maize,1995-01-01,1537,1826.3,7.65,83614,SWITZERLAND,50.4k,3310.0,both,50400.0,High GDP
SWITZERLAND,Soybeans,1995-01-01,1537,1826.3,7.65,27750,SWITZERLAND,50.4k,3310.0,both,50400.0,High GDP
SWITZERLAND,Wheat,1995-01-01,1537,1826.3,7.65,59798,SWITZERLAND,50.4k,3310.0,both,50400.0,High GDP
SWITZERLAND,Maize,1996-01-01,1537,1746.3,6.66,85748,SWITZERLAND,50.8k,3340.0,both,50800.0,High GDP
SWITZERLAND,Soybeans,1996-01-01,1537,1746.3,6.66,25723,SWITZERLAND,50.8k,3340.0,both,50800.0,High GDP
SWITZERLAND,Wheat,1996-01-01,1537,1746.3,6.66,66149,SWITZERLAND,50.8k,3340.0,both,50800.0,High GDP
SWITZERLAND,Maize,1997-01-01,1537,1644.3,7.96,92732,SWITZERLAND,52.2k,3320.0,both,52200.0,High GDP
SWITZERLAND,Soybeans,1997-01-01,1537,1644.3,7.96,26472,SWITZERLAND,52.2k,3320.0,both,52200.0,High GDP
SWITZERLAND,Wheat,1997-01-01,1537,1644.3,7.96,59787,SWITZERLAND,52.2k,3320.0,both,52200.0,High GDP
TAJIKISTAN,Maize,1992-01-01,691,2280.0,7.9,29613,TAJIKISTAN,2690,2050.0,both,2690.0,Low GDP
TAJIKISTAN,Potatoes,1992-01-01,691,2280.0,7.9,128769,TAJIKISTAN,2690,2050.0,both,2690.0,Low GDP
TAJIKISTAN,"Rice, paddy",1992-01-01,691,2280.0,7.9,20184,TAJIKISTAN,2690,2050.0,both,2690.0,Low GDP
TAJIKISTAN,Sorghum,1992-01-01,691,2280.0,7.9,11720,TAJIKISTAN,2690,2050.0,both,2690.0,Low GDP
TAJIKISTAN,Soybeans,1992-01-01,691,2280.0,7.9,50,TAJIKISTAN,2690,2050.0,both,2690.0,Low GDP
TAJIKISTAN,Wheat,1992-01-01,691,2280.0,7.9,9073,TAJIKISTAN,2690,2050.0,both,2690.0,Low GDP
TAJIKISTAN,Maize,1993-01-01,691,2280.0,7.29,30455,TAJIKISTAN,2250,2070.0,both,2250.0,Low GDP
TAJIKISTAN,Potatoes,1993-01-01,691,2280.0,7.29,120492,TAJIKISTAN,2250,2070.0,both,2250.0,Low GDP
TAJIKISTAN,"Rice, paddy",1993-01-01,691,2280.0,7.29,18306,TAJIKISTAN,2250,2070.0,both,2250.0,Low GDP
TAJIKISTAN,Sorghum,1993-01-01,691,2280.0,7.29,13716,TAJIKISTAN,2250,2070.0,both,2250.0,Low GDP
TAJIKISTAN,Soybeans,1993-01-01,691,2280.0,7.29,80,TAJIKISTAN,2250,2070.0,both,2250.0,Low GDP
TAJIKISTAN,Wheat,1993-01-01,691,2280.0,7.29,8513,TAJIKISTAN,2250,2070.0,both,2250.0,Low GDP
TAJIKISTAN,Maize,1994-01-01,691,714.0,8.01,18000,TAJIKISTAN,1740,2030.0,both,1740.0,Low GDP
TAJIKISTAN,Potatoes,1994-01-01,691,714.0,8.01,111667,TAJIKISTAN,1740,2030.0,both,1740.0,Low GDP
TAJIKISTAN,"Rice, paddy",1994-01-01,691,714.0,8.01,15385,TAJIKISTAN,1740,2030.0,both,1740.0,Low GDP
TAJIKISTAN,Sorghum,1994-01-01,691,714.0,8.01,14087,TAJIKISTAN,1740,2030.0,both,1740.0,Low GDP
TAJIKISTAN,Soybeans,1994-01-01,691,714.0,8.01,111,TAJIKISTAN,1740,2030.0,both,1740.0,Low GDP
TAJIKISTAN,Wheat,1994-01-01,691,714.0,8.01,8409,TAJIKISTAN,1740,2030.0,both,1740.0,Low GDP
TAJIKISTAN,Maize,1995-01-01,691,54.0,8.49,19372,TAJIKISTAN,1490,1970.0,both,1490.0,Low GDP
TAJIKISTAN,Potatoes,1995-01-01,691,54.0,8.49,279000,TAJIKISTAN,1490,1970.0,both,1490.0,Low GDP
TAJIKISTAN,"Rice, paddy",1995-01-01,691,54.0,8.49,18000,TAJIKISTAN,1490,1970.0,both,1490.0,Low GDP
TAJIKISTAN,Sorghum,1995-01-01,691,54.0,8.49,19182,TAJIKISTAN,1490,1970.0,both,1490.0,Low GDP
TAJIKISTAN,Soybeans,1995-01-01,691,54.0,8.49,117,TAJIKISTAN,1490,1970.0,both,1490.0,Low GDP
TAJIKISTAN,Wheat,1995-01-01,691,54.0,8.49,8882,TAJIKISTAN,1490,1970.0,both,1490.0,Low GDP
TAJIKISTAN,Maize,1996-01-01,691,826.0,7.55,37520,TAJIKISTAN,1240,1930.0,both,1240.0,Low GDP
TAJIKISTAN,Potatoes,1996-01-01,691,826.0,7.55,107700,TAJIKISTAN,1240,1930.0,both,1240.0,Low GDP
TAJIKISTAN,"Rice, paddy",1996-01-01,691,826.0,7.55,17268,TAJIKISTAN,1240,1930.0,both,1240.0,Low GDP
TAJIKISTAN,Sorghum,1996-01-01,691,826.0,7.55,7338,TAJIKISTAN,1240,1930.0,both,1240.0,Low GDP
TAJIKISTAN,Soybeans,1996-01-01,691,826.0,7.55,227,TAJIKISTAN,1240,1930.0,both,1240.0,Low GDP
TAJIKISTAN,Wheat,1996-01-01,691,826.0,7.55,8566,TAJIKISTAN,1240,1930.0,both,1240.0,Low GDP
TAJIKISTAN,Maize,1997-01-01,691,751.31,8.69,27501,TAJIKISTAN,1240,1910.0,both,1240.0,Low GDP
TAJIKISTAN,Potatoes,1997-01-01,691,751.31,8.69,100289,TAJIKISTAN,1240,1910.0,both,1240.0,Low GDP
TAJIKISTAN,"Rice, paddy",1997-01-01,691,751.31,8.69,27093,TAJIKISTAN,1240,1910.0,both,1240.0,Low GDP
TAJIKISTAN,Sorghum,1997-01-01,691,751.31,8.69,8883,TAJIKISTAN,1240,1910.0,both,1240.0,Low GDP
TAJIKISTAN,Soybeans,1997-01-01,691,751.31,8.69,200,TAJIKISTAN,1240,1910.0,both,1240.0,Low GDP
TAJIKISTAN,Wheat,1997-01-01,691,751.31,8.69,12687,TAJIKISTAN,1240,1910.0,both,1240.0,Low GDP
TAJIKISTAN,Maize,1998-01-01,691,676.63,8.34,29816,TAJIKISTAN,1280,1940.0,both,1280.0,Low GDP
TAJIKISTAN,Potatoes,1998-01-01,691,676.63,8.34,104926,TAJIKISTAN,1280,1940.0,both,1280.0,Low GDP
TAJIKISTAN,"Rice, paddy",1998-01-01,691,676.63,8.34,24566,TAJIKISTAN,1280,1940.0,both,1280.0,Low GDP
TAJIKISTAN,Sorghum,1998-01-01,691,676.63,8.34,20704,TAJIKISTAN,1280,1940.0,both,1280.0,Low GDP
TAJIKISTAN,Soybeans,1998-01-01,691,676.63,8.34,383,TAJIKISTAN,1280,1940.0,both,1280.0,Low GDP
TAJIKISTAN,Wheat,1998-01-01,691,676.63,8.34,11448,TAJIKISTAN,1280,1940.0,both,1280.0,Low GDP
TAJIKISTAN,Maize,1999-01-01,691,601.94,8.74,28100,TAJIKISTAN,1310,1940.0,both,1310.0,Low GDP
TAJIKISTAN,Potatoes,1999-01-01,691,601.94,8.74,117128,TAJIKISTAN,1310,1940.0,both,1310.0,Low GDP
TAJIKISTAN,"Rice, paddy",1999-01-01,691,601.94,8.74,24908,TAJIKISTAN,1310,1940.0,both,1310.0,Low GDP
TAJIKISTAN,Sorghum,1999-01-01,691,601.94,8.74,11327,TAJIKISTAN,1310,1940.0,both,1310.0,Low GDP
TAJIKISTAN,Soybeans,1999-01-01,691,601.94,8.74,260,TAJIKISTAN,1310,1940.0,both,1310.0,Low GDP
TAJIKISTAN,Wheat,1999-01-01,691,601.94,8.74,11486,TAJIKISTAN,1310,1940.0,both,1310.0,Low GDP
TAJIKISTAN,Maize,2000-01-01,691,527.25,8.78,27011,TAJIKISTAN,1390,1960.0,both,1390.0,Low GDP
TAJIKISTAN,Potatoes,2000-01-01,691,527.25,8.78,119046,TAJIKISTAN,1390,1960.0,both,1390.0,Low GDP
TAJIKISTAN,"Rice, paddy",2000-01-01,691,527.25,8.78,37900,TAJIKISTAN,1390,1960.0,both,1390.0,Low GDP
TAJIKISTAN,Sorghum,2000-01-01,691,527.25,8.78,14588,TAJIKISTAN,1390,1960.0,both,1390.0,Low GDP
TAJIKISTAN,Soybeans,2000-01-01,691,527.25,8.78,525,TAJIKISTAN,1390,1960.0,both,1390.0,Low GDP
TAJIKISTAN,Wheat,2000-01-01,691,527.25,8.78,11839,TAJIKISTAN,1390,1960.0,both,1390.0,Low GDP
TAJIKISTAN,Maize,2001-01-01,691,452.56,9.16,29515,TAJIKISTAN,1480,1960.0,both,1480.0,Low GDP
TAJIKISTAN,Potatoes,2001-01-01,691,452.56,9.16,132600,TAJIKISTAN,1480,1960.0,both,1480.0,Low GDP
TAJIKISTAN,"Rice, paddy",2001-01-01,691,452.56,9.16,26100,TAJIKISTAN,1480,1960.0,both,1480.0,Low GDP
TAJIKISTAN,Sorghum,2001-01-01,691,452.56,9.16,13444,TAJIKISTAN,1480,1960.0,both,1480.0,Low GDP
TAJIKISTAN,Soybeans,2001-01-01,691,452.56,9.16,540,TAJIKISTAN,1480,1960.0,both,1480.0,Low GDP
